age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
17,3,2,9,4,2,13,0,1,1,0,0,28,37,1
14,3,2544,9,4,2,2,0,4,1,0,0,32,37,1
20,3,2585,9,4,5,7,1,4,1,0,0,57,9,0
26,3,2318,7,3,2,11,0,4,1,0,0,28,37,0
18,0,2568,11,15,2,0,0,4,1,0,0,28,37,0
12,6,965,15,1,4,10,1,4,1,0,0,24,37,0
16,3,464,1,13,4,2,3,4,1,0,0,28,37,0
44,3,896,7,3,2,3,0,4,1,0,0,30,37,0
22,3,2185,11,15,2,5,0,4,1,0,0,28,37,0
27,2,2070,9,4,2,10,0,4,1,0,0,28,37,1
21,3,2558,11,15,4,13,1,4,0,0,0,28,37,0
61,0,2744,9,4,2,0,0,4,1,0,0,17,37,0
31,4,1992,8,2,2,2,0,4,1,0,0,57,37,1
17,4,1345,9,4,2,11,0,4,1,0,0,39,37,1
31,3,208,7,3,2,13,0,4,1,0,0,32,37,0
6,3,1594,15,1,4,12,1,4,1,0,0,36,37,0
20,3,768,9,4,2,11,0,4,1,61,0,49,37,1
48,3,2777,11,15,2,3,0,4,1,0,0,28,37,1
6,3,2132,15,1,5,11,4,4,0,0,0,28,37,0
16,3,2388,9,4,0,3,1,4,0,0,0,28,37,0
2,3,1557,15,1,4,7,3,4,0,0,0,23,37,0
26,2,738,8,2,4,1,1,4,0,0,0,23,37,0
29,5,1659,12,5,2,3,0,4,1,0,0,33,37,1
4,3,1305,5,10,4,4,3,4,0,0,0,26,37,0
31,4,929,11,15,2,2,0,4,1,0,0,49,37,1
11,3,1358,1,13,0,11,3,4,1,0,0,28,37,0
16,1,259,15,1,2,3,5,2,0,0,0,28,37,1
18,3,1604,11,15,2,13,0,4,1,0,0,28,37,0
44,3,2674,12,5,2,9,0,1,1,0,0,33,18,1
31,3,98,9,4,2,12,5,4,0,61,0,28,37,1
13,3,329,5,10,2,2,0,4,1,26,0,28,37,0
2,0,1215,15,1,4,0,3,4,1,0,0,49,37,0
37,3,999,15,1,2,4,0,4,1,0,0,28,37,0
31,3,1673,9,4,2,3,0,2,1,0,0,28,37,1
16,3,612,15,1,0,1,4,2,0,0,0,26,37,0
16,3,836,6,11,0,2,4,4,1,4,0,44,37,0
32,3,2643,11,15,4,1,3,1,0,0,0,28,37,0
0,3,2784,1,13,4,11,3,4,0,0,0,6,37,0
9,3,2198,4,9,4,13,1,4,1,0,0,28,0,0
13,3,2029,11,15,4,2,1,4,1,0,0,28,37,0
6,3,588,6,11,3,2,1,4,1,0,0,28,25,0
41,3,2711,1,13,2,1,0,4,1,0,0,36,37,0
7,3,1614,0,12,2,7,0,4,1,0,0,28,25,0
27,3,772,11,15,2,13,0,4,1,0,0,33,37,0
41,3,165,11,15,2,3,0,4,1,0,0,28,37,0
19,2,1433,15,1,0,10,4,4,1,0,0,44,37,0
15,3,1610,15,1,4,2,1,2,1,0,0,28,37,0
45,3,552,11,15,0,7,1,4,0,0,0,63,37,0
52,3,2651,11,15,6,3,1,4,0,0,0,28,37,0
33,1,2795,9,4,0,9,4,2,0,0,0,28,37,0
16,1,10,9,4,4,9,1,4,0,0,0,28,37,0
19,3,1009,15,1,2,6,0,1,1,0,0,39,37,1
42,3,414,15,1,2,1,5,4,0,0,0,28,37,1
20,3,2613,11,15,5,2,2,2,1,0,0,28,37,0
48,5,2044,15,1,6,3,4,4,0,0,0,33,37,0
30,4,107,11,15,0,3,1,4,1,0,0,49,37,0
11,3,1814,15,1,4,3,1,4,0,0,0,23,37,0
15,5,1962,9,4,2,9,0,4,1,0,0,33,37,1
13,5,1512,5,10,2,4,0,4,1,0,0,28,25,0
21,3,1312,11,15,2,6,0,4,1,0,0,36,37,1
19,1,2448,15,1,0,3,4,2,0,0,0,28,37,1
30,5,1678,12,5,4,3,1,2,1,0,0,13,37,0
41,3,2161,9,4,0,11,1,4,1,0,0,39,37,0
25,5,2138,9,4,4,4,3,4,1,0,0,23,37,0
9,3,2300,11,15,4,5,3,4,1,0,0,41,37,0
17,1,1192,9,4,2,10,0,4,1,0,0,49,37,0
21,5,1237,5,10,2,4,0,4,1,0,0,45,37,0
19,3,2697,9,4,2,3,0,4,1,48,0,39,37,0
30,3,2402,8,2,4,9,1,4,0,0,0,28,37,0
20,5,2234,9,4,2,2,0,4,1,0,0,53,37,1
7,3,419,9,4,4,3,1,4,1,0,0,28,37,0
27,4,2616,12,5,2,11,0,4,1,0,0,39,0,1
67,3,387,11,15,4,7,1,4,0,0,0,28,37,0
15,4,2828,11,15,2,3,0,4,1,0,0,28,37,1
7,3,2716,11,15,4,2,1,4,1,0,0,28,37,0
4,3,226,11,15,4,7,2,4,0,0,0,28,37,0
5,3,328,15,1,4,1,1,1,1,0,0,28,0,0
6,5,2358,3,8,2,11,2,4,1,0,0,28,37,0
5,0,1434,15,1,4,0,3,4,0,0,0,18,37,0
37,4,694,14,6,2,9,0,4,1,61,0,49,37,1
10,0,918,11,15,2,0,5,4,0,0,0,28,37,1
46,3,1976,1,13,2,11,0,4,1,0,0,10,37,0
13,2,2344,11,15,2,2,0,4,1,0,0,28,37,0
18,6,2722,9,4,2,3,0,4,1,0,0,28,37,1
13,2,1806,15,1,4,5,3,4,1,0,0,28,37,0
32,3,2048,15,1,4,3,4,4,0,0,0,28,37,0
16,5,1648,15,1,2,2,0,4,1,0,0,49,37,0
1,3,1118,15,1,4,7,3,4,1,0,14,8,37,0
38,3,187,11,15,4,11,1,4,1,0,0,26,37,0
46,5,933,15,1,0,3,1,4,1,0,0,39,37,0
20,3,1142,15,1,0,7,4,2,0,0,0,28,37,0
40,3,1054,4,9,0,13,4,4,1,54,0,28,37,0
11,3,395,11,15,0,1,1,4,0,0,0,23,37,0
3,3,749,11,15,4,11,1,4,0,0,0,28,37,0
40,5,1481,15,1,2,3,5,4,0,0,0,49,37,0
40,3,684,9,4,2,3,0,4,1,0,0,28,0,1
34,3,291,9,4,2,11,0,4,1,0,0,28,37,1
29,2,1780,9,4,2,9,5,4,0,0,0,57,37,0
48,3,1313,15,1,2,10,0,4,1,0,0,4,37,0
22,3,1154,15,1,2,7,5,4,0,0,0,12,37,0
36,1,2733,15,1,2,10,0,4,1,0,0,49,37,1
13,3,844,12,5,2,9,0,4,1,0,0,26,37,0
42,3,348,11,15,2,6,5,4,0,0,0,28,21,1
1,3,1205,2,14,4,11,3,4,1,51,0,2,37,0
43,0,1222,11,15,2,0,0,4,1,0,0,20,37,0
8,3,866,11,15,2,2,0,4,1,0,0,28,37,1
10,3,2224,15,1,2,2,0,4,1,26,0,57,37,0
22,3,2748,12,5,2,3,0,4,1,0,0,28,37,1
19,3,1688,11,15,2,5,0,4,1,0,0,36,37,0
18,3,670,11,15,2,7,0,4,1,0,0,28,39,1
29,5,879,11,15,2,11,0,4,1,0,0,39,37,0
2,3,1761,15,1,4,11,2,4,1,0,0,28,37,0
3,3,1679,11,15,2,1,5,4,0,0,0,8,37,0
35,3,1651,0,12,2,7,5,4,0,0,0,23,37,0
11,3,2037,15,1,4,6,1,4,1,0,0,30,37,0
10,3,1146,9,4,2,9,0,4,1,0,0,28,37,0
36,3,1854,5,10,2,3,0,4,1,0,0,28,37,1
28,3,897,12,5,2,9,0,4,1,0,0,39,37,0
24,3,852,11,15,5,6,4,4,0,0,0,28,37,0
3,3,242,11,15,4,13,3,2,1,0,0,28,37,0
25,5,1436,11,15,0,11,3,4,1,0,0,39,0,0
33,3,2159,11,15,2,10,0,4,1,0,0,26,37,1
3,3,647,8,2,4,7,3,4,1,0,0,28,37,0
25,4,1264,9,4,2,1,5,4,0,0,0,23,0,0
29,5,1570,11,15,2,4,0,4,1,0,0,23,37,0
36,1,935,15,1,0,5,1,4,1,0,0,28,37,0
8,3,1328,9,4,4,9,3,4,1,0,0,28,37,0
10,5,2221,11,15,4,11,1,2,1,0,0,28,37,0
0,3,1622,11,15,4,3,3,4,0,0,0,23,37,0
34,2,166,6,11,5,7,2,4,0,0,0,28,37,0
8,3,491,11,15,4,1,3,2,0,43,0,28,31,0
10,3,1978,11,15,4,3,3,4,0,0,0,28,37,0
25,2,2522,12,5,2,9,0,4,1,0,0,44,37,1
32,3,1871,12,5,2,3,0,4,1,0,0,33,37,1
29,3,1148,9,4,2,13,0,4,1,0,0,39,0,0
18,3,1892,11,15,4,2,1,4,1,0,0,28,37,0
5,0,148,15,1,4,0,3,4,0,0,0,8,37,0
11,3,2005,15,1,4,1,4,2,0,0,0,28,37,0
8,3,2255,15,1,4,12,3,4,0,0,0,28,37,0
32,5,332,11,15,0,7,1,4,0,0,0,28,37,0
19,4,1384,7,3,2,3,0,4,1,0,0,28,37,1
16,3,988,11,15,4,7,1,4,0,0,0,23,37,0
30,3,2459,11,15,2,7,0,4,1,0,0,28,37,1
40,2,1185,12,5,2,10,0,4,1,0,0,2,37,1
37,6,2082,11,15,6,3,1,4,0,0,0,28,37,0
42,2,243,11,15,5,10,4,2,0,0,0,28,37,0
17,3,1738,11,15,2,3,0,4,1,0,0,39,37,0
13,3,1715,15,1,2,11,0,4,1,0,0,39,37,0
36,5,1759,9,4,2,11,0,4,1,0,0,28,2,1
6,3,509,11,15,4,1,3,4,0,0,0,28,37,0
39,2,1605,15,1,2,2,0,4,1,0,0,29,37,1
38,3,1491,6,11,2,4,0,4,1,0,0,28,37,0
23,3,569,12,5,2,9,0,4,1,57,0,28,37,1
6,3,1119,11,15,2,1,5,4,0,39,0,28,37,0
29,3,652,11,15,4,1,3,4,0,0,0,28,37,0
15,3,2626,8,2,2,2,0,4,1,0,0,28,37,0
39,4,1730,15,1,2,2,0,4,1,0,0,28,37,0
12,2,1921,12,5,2,9,0,4,1,0,0,39,37,0
9,3,1096,11,15,4,10,1,2,0,0,0,20,37,0
1,3,2050,1,13,4,7,3,4,1,0,0,3,37,0
17,3,2183,15,1,2,13,0,4,1,41,0,28,37,0
16,3,1408,8,2,4,7,1,4,1,0,0,28,5,0
15,0,1878,11,15,0,0,4,4,0,0,0,16,37,0
12,5,1774,9,4,5,9,3,4,1,0,0,28,37,0
5,3,2105,15,1,4,7,3,2,1,0,0,28,37,0
16,3,1910,15,1,2,13,0,2,1,0,0,39,37,1
13,3,1513,9,4,2,3,0,2,1,0,0,30,37,1
14,3,1536,15,1,2,2,0,4,1,0,0,33,25,0
15,3,966,8,2,2,13,0,4,1,0,0,68,37,1
15,3,222,9,4,4,9,3,4,1,0,0,28,37,0
44,3,2599,0,12,2,4,0,4,1,0,0,44,37,0
19,5,2291,12,5,2,4,0,4,1,0,0,57,37,0
14,0,2832,11,15,4,0,3,0,1,0,0,28,37,0
29,3,2745,9,4,2,1,0,4,1,0,0,28,37,1
34,3,1091,11,15,6,7,4,4,0,0,0,20,37,0
24,2,2383,15,1,0,7,1,2,0,0,0,12,37,0
13,2,2240,11,15,2,10,0,2,1,0,0,28,37,0
14,3,586,9,4,2,11,0,4,1,0,0,28,37,1
46,3,2231,12,5,5,9,1,4,0,0,0,28,37,1
19,3,361,11,15,3,1,4,4,0,0,0,28,37,0
26,3,569,15,1,2,2,0,4,1,11,0,49,37,1
2,3,1928,11,15,4,7,3,4,0,0,0,13,37,0
9,3,2146,8,2,4,7,1,4,1,0,0,28,37,0
31,5,714,12,5,2,11,0,1,1,0,0,39,18,0
21,3,1297,15,1,0,12,4,4,0,0,0,39,37,0
7,1,1406,9,4,4,12,3,4,0,0,0,28,0,0
8,3,1581,8,2,2,2,0,4,1,0,0,33,37,0
7,0,779,9,4,4,0,1,1,1,0,0,13,34,0
11,5,583,15,1,4,2,3,4,1,0,0,39,4,0
11,3,1851,0,12,2,6,0,4,1,0,0,28,37,0
8,3,2112,11,15,4,6,3,4,1,0,0,24,37,0
12,3,290,9,4,4,9,3,4,1,0,0,39,37,0
34,3,1645,11,15,5,7,1,2,0,0,0,25,37,0
1,0,311,15,1,4,0,3,4,0,0,0,28,37,0
26,4,1475,14,6,2,9,0,4,1,0,24,28,37,1
4,3,2358,11,15,4,2,1,4,1,0,0,28,13,0
8,3,2564,11,15,2,13,0,2,1,0,0,18,37,0
36,3,2451,15,1,2,1,0,4,1,0,0,39,37,1
14,2,1334,15,1,2,10,0,4,1,36,0,33,37,0
42,3,548,15,1,5,1,2,4,1,33,0,28,37,0
34,3,173,11,15,2,2,0,4,1,0,0,28,37,0
18,3,1164,9,4,4,5,1,1,0,0,0,39,14,0
20,4,970,7,3,2,11,0,4,1,0,21,28,37,1
46,3,134,15,1,2,9,0,4,1,0,0,4,37,0
17,3,2666,9,4,4,3,3,0,0,0,0,28,37,0
29,0,1250,11,15,2,0,5,4,0,0,0,28,37,1
32,3,112,9,4,2,3,0,4,1,0,0,33,37,1
17,3,1182,9,4,2,11,0,4,1,0,0,49,37,1
19,1,1448,7,3,2,1,5,4,0,0,0,28,37,1
18,6,983,11,15,2,2,0,4,1,0,4,28,37,1
25,5,2076,8,2,2,9,0,4,1,0,0,28,37,0
13,3,742,11,15,4,11,3,4,0,0,0,23,37,0
4,3,1561,11,15,4,1,3,4,1,0,0,28,37,0
11,5,1524,9,4,4,9,1,2,1,0,0,39,37,1
5,0,2716,15,1,4,0,3,4,1,0,0,28,37,0
3,6,2191,11,15,4,7,1,4,0,0,0,28,37,0
0,4,441,0,12,4,7,3,4,1,0,0,27,37,0
7,3,2769,15,1,4,2,1,4,1,0,0,28,37,0
30,5,698,15,1,0,9,4,2,0,0,0,28,37,0
2,3,962,11,15,4,7,3,4,1,0,0,8,37,0
11,3,2089,14,6,2,9,0,4,1,0,0,49,37,0
22,3,784,11,15,4,6,4,4,1,0,0,28,37,0
2,3,2333,15,1,4,7,3,4,0,0,0,3,37,0
8,3,871,11,15,4,11,1,4,1,0,5,25,37,0
29,2,301,15,1,2,10,0,4,1,0,0,28,37,1
17,3,2374,15,1,0,1,4,4,0,0,0,28,37,0
8,3,488,15,1,4,7,3,4,0,0,0,23,37,0
38,3,529,9,4,4,12,2,4,0,0,8,26,37,0
32,6,257,15,1,2,6,0,4,1,0,0,28,37,1
17,3,1839,15,1,2,9,0,4,1,49,0,28,37,1
39,3,479,15,1,0,1,1,4,0,0,0,33,11,0
15,6,1543,7,3,2,7,0,4,1,0,0,23,37,0
30,3,1461,4,9,3,6,2,4,1,0,0,28,25,0
23,5,1598,14,6,2,9,5,4,0,11,0,28,37,1
28,3,2254,11,15,0,1,4,4,0,0,0,28,37,0
16,3,611,9,4,2,7,5,4,0,0,0,28,37,0
9,3,2253,11,15,4,2,3,4,1,0,0,28,37,0
21,3,1471,11,15,0,7,1,4,0,0,0,8,37,0
14,3,1435,9,4,2,3,0,4,1,0,0,28,37,1
32,3,2820,9,4,4,9,1,4,0,0,0,28,37,0
45,0,2515,11,15,6,0,1,4,0,0,0,13,37,0
31,3,410,9,4,2,3,0,4,1,0,0,33,37,1
4,3,1374,11,15,4,6,2,4,1,0,0,28,37,0
25,3,1996,11,15,2,7,0,4,1,0,0,28,37,0
40,3,757,12,5,2,12,0,4,1,0,0,28,37,1
39,3,980,0,12,0,2,1,4,1,0,0,45,37,0
34,5,1731,11,15,2,2,0,4,1,0,0,57,37,0
10,3,511,11,15,4,11,1,4,1,0,0,28,31,0
6,3,1346,11,15,4,1,3,4,0,0,0,28,37,0
17,4,1409,12,5,5,9,1,4,0,46,0,28,37,1
35,4,2633,11,15,2,11,0,1,1,0,0,28,37,1
18,3,1014,11,15,2,6,0,4,1,0,0,28,37,0
16,3,2829,7,3,0,1,1,4,0,0,43,28,37,0
6,3,228,11,15,4,1,1,4,1,0,0,49,37,0
28,3,1589,9,4,0,3,3,4,0,0,0,28,37,0
26,3,1139,15,1,4,7,1,4,0,0,0,28,37,0
25,5,240,9,4,2,11,0,4,1,0,0,39,37,1
5,3,2176,11,15,4,7,3,4,0,0,0,23,37,0
2,3,1327,15,1,4,3,3,4,0,0,0,16,37,0
15,6,2340,9,4,2,10,0,4,1,0,0,28,37,1
26,3,78,11,15,2,1,5,4,0,0,0,39,2,1
44,3,1184,11,15,2,13,0,4,1,0,0,28,37,1
24,3,1298,15,1,4,2,1,2,1,0,0,33,37,0
11,3,572,9,4,4,1,3,2,1,0,0,23,37,0
36,5,1889,12,5,0,3,1,4,1,0,0,39,37,1
15,4,94,9,4,4,3,1,4,1,0,0,44,37,0
13,3,573,14,6,6,7,1,4,1,0,0,23,37,0
3,3,1378,15,1,4,11,3,4,0,0,0,18,37,0
32,3,2742,11,15,2,7,0,1,1,0,0,28,3,0
22,3,901,11,15,4,11,1,4,1,0,0,44,37,0
39,3,1292,11,15,2,2,0,4,1,0,0,28,37,0
3,0,1301,15,1,4,0,3,4,1,2,0,39,37,0
41,5,1583,11,15,2,4,0,4,1,0,0,58,37,0
14,3,1373,15,1,4,11,1,4,1,0,0,33,37,0
16,3,945,11,15,4,9,1,4,1,0,0,28,37,0
41,3,6,6,11,2,5,0,4,1,0,0,28,37,0
21,3,235,9,4,2,6,0,4,1,0,0,39,37,1
6,3,2093,15,1,4,11,1,4,1,0,0,28,37,0
25,1,2150,9,4,2,3,0,4,1,56,0,39,37,1
26,3,775,15,1,0,1,1,4,0,0,0,28,37,0
20,5,2042,11,15,2,4,0,4,1,0,0,49,37,0
33,3,1149,7,3,2,3,0,4,1,0,0,39,37,1
10,3,1812,15,1,4,7,3,4,0,0,0,18,37,0
17,3,2480,8,2,2,2,0,4,1,0,0,20,37,1
18,3,832,11,15,0,5,2,4,1,0,0,28,37,0
21,3,784,9,4,2,12,0,4,1,0,24,28,37,1
38,3,426,11,15,2,2,0,4,1,0,0,28,37,1
19,3,2079,15,1,0,11,1,4,0,33,0,33,37,0
15,3,2143,11,15,4,5,1,4,1,0,0,28,37,0
38,2,117,9,4,2,9,5,4,0,0,0,49,37,0
17,3,310,15,1,2,3,0,4,1,0,0,28,37,0
19,3,2229,11,15,4,6,1,2,0,0,0,36,37,0
7,3,2625,15,1,4,11,1,1,0,0,0,39,28,0
24,3,1952,8,2,4,2,1,4,1,0,0,18,37,0
27,3,453,15,1,5,3,1,4,1,0,0,33,37,1
23,3,457,8,2,2,12,0,4,1,42,0,28,37,0
40,3,610,12,5,2,3,0,4,1,0,0,39,37,1
23,3,308,9,4,3,3,1,4,1,0,0,28,37,1
11,3,560,1,13,0,7,4,4,0,0,0,28,37,0
33,1,2586,9,4,2,3,0,4,1,0,0,28,37,0
7,3,1367,11,15,2,13,3,4,0,0,0,28,37,0
15,3,2706,11,15,0,1,2,4,0,0,0,28,37,0
5,3,1177,9,4,4,11,1,4,0,0,0,8,37,0
9,3,258,11,15,4,2,2,4,1,0,0,28,37,0
33,3,281,11,15,2,2,0,4,1,0,0,28,29,0
29,3,1129,11,15,4,12,2,4,1,0,0,28,37,0
13,3,1890,11,15,2,2,0,4,1,0,0,39,37,0
2,3,1518,1,13,4,11,1,4,0,0,0,13,37,0
29,3,1426,6,11,2,6,0,4,1,0,0,28,13,0
5,0,1056,7,3,4,0,2,4,1,0,0,3,37,0
37,3,1888,15,1,2,13,0,4,1,0,0,33,37,1
10,3,1136,11,15,4,2,3,2,1,0,0,28,37,0
37,3,1416,11,15,2,3,0,4,1,0,0,28,37,1
32,5,2397,10,7,4,9,1,4,1,61,0,57,37,1
12,3,2630,9,4,2,11,0,4,1,0,0,28,37,1
4,3,1758,11,15,0,11,2,4,0,0,0,28,37,0
29,3,2126,15,1,2,9,0,4,1,0,0,0,37,0
9,3,1665,11,15,2,13,0,4,1,0,0,53,37,0
13,3,1289,11,15,2,13,0,4,1,0,0,28,37,0
26,3,510,11,15,2,2,0,4,1,0,0,30,37,1
30,3,248,11,15,2,2,0,4,1,0,0,28,37,1
42,3,2094,8,2,0,9,1,4,0,0,0,24,37,0
29,3,1884,11,15,2,13,0,4,1,0,0,28,37,0
24,3,803,12,5,2,6,0,4,1,0,0,28,37,0
9,3,1482,11,15,4,2,1,4,1,0,0,57,37,0
23,3,1825,9,4,2,3,0,4,1,0,0,39,37,1
5,3,136,15,1,4,3,3,4,0,0,0,28,0,0
19,2,2225,15,1,2,10,0,4,1,0,0,36,37,0
47,3,171,15,1,5,7,1,4,1,0,0,28,37,0
20,3,758,8,2,0,6,1,4,0,0,0,18,37,0
10,3,692,11,15,4,11,1,4,1,0,0,39,37,0
15,3,1041,11,15,0,2,3,4,1,0,0,28,37,0
19,3,138,11,15,2,13,0,4,1,0,0,28,37,0
8,5,1753,11,15,4,4,1,4,1,0,0,39,37,0
45,3,43,9,4,6,3,1,4,1,1,0,39,37,1
30,5,1832,9,4,2,9,0,4,1,0,0,49,37,0
24,3,798,9,4,5,11,4,4,0,0,0,18,37,0
41,3,972,15,1,2,3,0,4,1,0,0,28,37,0
1,3,763,1,13,4,7,3,4,0,0,0,3,37,0
11,3,1903,0,12,4,6,4,4,0,0,0,28,37,0
48,4,413,9,4,2,11,0,4,1,61,0,49,37,1
11,3,143,11,15,4,2,4,4,1,18,0,28,37,0
25,3,1807,9,4,4,9,1,4,1,0,0,20,37,0
34,0,474,11,15,2,0,0,4,1,0,0,16,37,0
17,3,175,15,1,2,3,0,4,1,0,0,30,37,1
14,3,2675,11,15,2,2,0,4,1,0,0,41,37,0
38,5,1124,7,3,0,11,1,4,0,0,0,28,37,0
3,3,1285,15,1,4,7,3,4,1,0,0,4,37,0
7,3,1361,15,1,4,7,3,4,0,0,0,28,25,0
37,3,1233,15,1,2,11,0,4,1,0,0,28,37,0
4,3,1295,11,15,4,11,3,4,0,0,0,28,0,0
27,3,701,9,4,2,3,0,4,1,57,0,49,37,1
16,3,1784,11,15,4,2,3,4,1,0,0,28,8,0
21,1,2591,15,1,0,3,4,4,0,0,0,26,37,0
13,3,2092,11,15,2,2,0,4,1,0,0,28,37,0
21,3,507,8,2,4,12,1,4,1,0,0,39,37,0
19,3,1798,12,5,2,7,0,4,1,0,0,28,37,0
5,3,648,15,1,4,11,2,4,1,0,0,53,37,0
21,3,794,9,4,0,1,4,1,0,0,31,28,28,0
25,3,2546,11,15,0,9,1,4,0,0,0,33,37,0
13,3,2406,9,4,2,11,0,4,1,0,0,8,27,0
17,3,2549,11,15,2,2,0,4,1,0,6,28,37,0
7,3,734,15,1,2,2,0,4,1,0,0,28,37,0
2,3,1737,11,15,4,7,3,4,0,0,0,8,37,0
8,3,55,15,1,4,1,1,4,0,0,0,39,37,0
5,3,2180,11,15,3,11,1,4,1,0,13,28,37,0
35,3,302,5,10,6,7,1,4,0,0,0,28,37,0
38,4,1072,11,15,2,3,0,4,1,0,0,33,37,0
21,5,1430,15,1,0,4,1,4,1,0,0,28,37,0
6,3,1845,15,1,4,11,3,4,0,0,0,28,37,0
10,1,1156,7,3,2,1,0,4,1,41,0,28,8,0
43,3,1841,11,15,2,7,0,1,1,0,0,18,28,0
18,3,2233,15,1,0,6,4,4,1,0,0,28,37,0
9,6,1320,9,4,4,9,1,4,1,0,0,3,37,0
31,3,702,15,1,0,1,1,4,0,0,0,36,37,0
42,4,1230,12,5,2,11,0,4,1,0,0,28,37,0
17,3,1763,11,15,2,6,0,4,1,0,0,28,37,1
17,1,2145,12,5,2,1,0,4,1,0,0,39,37,1
53,5,1986,15,1,2,12,0,4,1,0,0,8,37,0
22,4,288,12,5,0,3,1,1,1,0,0,68,23,1
13,3,2665,15,1,0,1,4,4,0,0,0,0,37,0
13,3,994,1,13,4,5,3,4,1,0,0,37,37,0
23,3,2096,11,15,5,5,1,2,1,0,0,18,37,0
27,4,210,9,4,2,3,0,4,1,61,0,57,37,1
23,2,1794,11,15,2,7,0,3,1,0,0,28,0,0
2,3,320,11,15,4,2,1,4,0,0,0,28,37,0
39,5,848,15,1,0,7,1,4,0,0,0,28,37,0
34,4,650,14,6,2,9,0,4,1,0,0,28,37,1
22,3,1653,9,4,0,3,1,4,0,0,0,13,37,0
25,3,2148,1,13,0,2,1,4,1,0,0,28,37,0
15,3,870,0,12,4,2,4,4,1,0,0,28,37,0
14,3,1985,15,1,4,7,4,2,0,0,0,28,37,0
25,3,1684,1,13,2,7,5,4,0,0,0,28,37,0
26,3,1047,8,2,0,9,1,4,1,0,0,36,37,0
17,5,1163,7,3,2,9,5,4,0,0,0,13,37,1
29,2,837,12,5,2,9,0,4,1,0,0,28,37,1
50,0,2425,12,5,2,0,0,2,1,0,0,28,37,1
6,3,2118,9,4,4,11,1,4,1,0,0,39,37,0
20,5,1876,15,1,2,3,0,4,1,0,0,49,37,0
38,3,1072,0,12,2,2,0,4,1,0,0,28,37,0
13,2,174,11,15,2,5,2,4,1,0,0,13,37,0
15,3,214,11,15,0,7,4,4,0,0,0,62,37,0
25,3,599,9,4,0,3,4,4,0,0,0,33,37,0
9,3,1240,9,4,4,3,1,4,0,0,0,28,37,0
2,3,108,11,15,4,1,3,4,0,0,0,28,37,0
28,5,1483,9,4,4,9,1,4,1,0,0,28,37,0
14,3,1109,15,1,4,7,1,4,1,0,0,28,37,0
1,3,1556,1,13,4,6,3,4,1,0,0,44,37,0
2,5,1299,15,1,4,7,3,4,0,0,0,10,37,0
15,3,1708,9,4,2,11,0,4,1,0,0,49,37,1
9,3,2212,15,1,4,1,3,4,1,0,0,8,37,0
25,6,623,12,5,2,9,0,4,1,0,0,39,37,1
10,3,1038,0,12,4,1,3,4,1,0,0,49,37,0
1,3,2230,1,13,4,2,3,4,1,0,0,38,37,0
4,3,2241,8,2,4,7,3,4,0,0,0,28,37,0
23,1,338,15,1,0,3,1,2,0,0,0,28,37,0
4,3,1479,6,11,4,5,2,4,1,0,0,28,25,0
30,2,807,9,4,2,2,0,4,1,0,0,39,37,1
57,3,465,3,8,6,8,1,2,0,0,0,3,37,0
2,3,2395,15,1,4,1,3,4,0,0,0,8,37,0
37,5,1280,0,12,2,2,0,4,1,0,0,24,37,0
33,3,1233,5,10,0,2,1,4,1,0,0,49,37,0
3,0,283,15,1,4,0,3,4,0,0,0,28,37,0
6,3,1396,8,2,0,1,1,4,0,0,0,18,37,0
32,3,1560,4,9,2,2,0,4,1,0,0,28,37,0
8,3,1531,9,4,4,3,2,4,0,0,0,13,37,0
5,3,2497,15,1,4,7,1,4,1,0,0,28,37,0
29,3,439,11,15,2,11,5,4,0,0,0,28,37,1
30,3,454,11,15,2,2,0,4,1,0,0,28,37,0
13,3,279,11,15,3,1,1,4,1,0,0,28,37,0
6,3,406,11,15,4,6,3,2,1,0,0,28,37,0
9,3,97,11,15,4,2,3,4,1,0,0,23,37,0
34,6,1157,11,15,0,2,4,4,1,0,0,26,37,0
41,3,2033,11,15,2,11,0,4,1,0,0,28,37,1
7,3,1407,9,4,4,3,1,4,0,0,0,39,37,0
29,3,2257,9,4,2,11,0,4,1,0,0,44,37,1
57,0,2144,6,11,2,0,0,4,1,37,0,28,37,0
28,3,1094,11,15,2,3,0,4,1,0,0,49,37,1
40,3,1685,11,15,6,13,4,4,1,0,0,39,37,0
48,3,1746,6,11,6,11,1,4,0,0,0,28,37,0
15,0,1938,5,10,3,0,1,4,1,0,0,28,0,0
39,3,206,8,2,2,2,0,2,1,0,0,28,37,1
15,3,1508,15,1,2,1,0,4,1,0,0,28,25,0
21,3,103,11,15,2,2,0,4,1,0,0,28,37,0
9,3,1792,9,4,4,1,3,4,0,0,0,28,37,0
9,3,704,11,15,4,2,2,1,1,0,0,28,16,0
41,3,2492,0,12,2,7,5,4,0,0,0,61,37,0
43,5,372,12,5,2,9,0,4,1,0,0,28,37,0
19,3,1487,11,15,0,1,4,2,0,0,0,28,37,0
41,5,486,0,12,2,2,5,4,0,0,24,23,0,1
35,3,998,12,5,4,9,1,4,1,0,0,28,37,0
21,3,45,9,4,5,9,4,4,1,0,0,28,37,0
59,5,1701,15,1,6,13,1,4,1,0,0,28,37,0
38,3,1185,9,4,2,9,0,4,1,56,0,28,37,1
